version,request,action,address,name,via,count,values,pcs
2.70,CW0B20,write,0x0CE,RAM_0x0CE,direct,2,0x00 0x02,0x11D5 0x11D7
2.70,CW0B20,write,0x0D2,RAM_0x0D2,direct,2,0x00 0x68,0x0637 0x11DA
2.70,CW0B20,write,0x0D3,RAM_0x0D3,direct,2,0x00 0x01,0x0635 0x11D8
2.70,CW0C00,read,0x003,STATUS,direct,225,0x04 0x18 0x19 0x1B 0x1C 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x78,0x0005 0x0017 0x0018 0x0196 0x03D3 0x03D5 0x03D6 0x03D8 0x03D9 0x03DB 0x03DE 0x03E0 0x03E1 0x03E5 0x03E7 0x03F0 0x03F8 0x03FD 0x0406 0x040C 0x0411 0x0418 0x0420 0x0657 0x065F 0x0662 0x0668 0x0681 0x068A 0x068D 0x0698 0x069B 0x069E 0x06A5 0x06AB 0x06AD 0x06AF 0x06B1 0x06B9 0x06BB 0x06C7 0x06D1 0x06D5 0x06E2 0x06E4 0x06E6 0x06E8 0x06ED 0x06F3 0x11EB
2.70,CW0C00,read,0x004,FSR,direct,5,0xA8,0x000B
2.70,CW0C00,read,0x006,PORTB,direct,1,0x00,0x06A9
2.70,CW0C00,read,0x00A,PCLATH,direct,29,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x06A6 0x06A7 0x11E1 0x11E3
2.70,CW0C00,read,0x00B,INTCON,direct,14,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x06E9 0x06EA 0x06EB 0x06F4
2.70,CW0C00,read,0x00C,PIR1,direct,15,0x5B,0x0021 0x0027 0x019A
2.70,CW0C00,read,0x020,RAM_0x020,direct,5,0x03,0x0035
2.70,CW0C00,read,0x021,RAM_0x021,direct,5,0x83 0x87 0xA3 0xB3,0x0037
2.70,CW0C00,read,0x022,RAM_0x022,direct,5,0xA8,0x0029
2.70,CW0C00,read,0x023,RAM_0x023,direct,5,0x00 0x08,0x002B
2.70,CW0C00,read,0x024,RAM_0x024,direct,5,0x00 0x30 0x59 0x9E,0x002D
2.70,CW0C00,read,0x025,RAM_0x025,direct,5,0x08 0x10 0x24,0x002F
2.70,CW0C00,read,0x026,RAM_0x026,direct,5,0x00,0x0031
2.70,CW0C00,read,0x027,RAM_0x027,direct,5,0x00,0x0033
2.70,CW0C00,read,0x02F,RAM_0x02F,direct,1,0x00,0x067F
2.70,CW0C00,read,0x031,RAM_0x031,direct,5,0xD2 0xD3 0xD4 0xD5 0xD6,0x018B
2.70,CW0C00,read,0x038,RAM_0x038,direct,5,0x00,0x0195
2.70,CW0C00,read,0x03D,RAM_0x03D,direct,1,0x18,0x06E5
2.70,CW0C00,read,0x03E,RAM_0x03E,direct,3,0x1F 0x24,0x06C9 0x06D3 0x06E1
2.70,CW0C00,read,0x03F,RAM_0x03F,direct,1,0x2C,0x06C2
2.70,CW0C00,read,0x040,RAM_0x040,direct,2,0x24,0x06B8 0x06C4
2.70,CW0C00,read,0x041,RAM_0x041,direct,1,0x20,0x06AE
2.70,CW0C00,read,0x042,RAM_0x042,direct,1,0x1C,0x06AA
2.70,CW0C00,read,0x043,RAM_0x043,direct,3,0x21,0x06CE 0x11E4 0x11EA
2.70,CW0C00,read,0x044,RAM_0x044,direct,1,0x14,0x06C1
2.70,CW0C00,read,0x045,RAM_0x045,direct,2,0x05,0x06B7 0x06C6
2.70,CW0C00,read,0x04C,RAM_0x04C,direct,5,0x00,0x018F
2.70,CW0C00,read,0x051,RAM_0x051,direct,1,0x00,0x03D0
2.70,CW0C00,read,0x077,RAM_0x077,direct,53,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x000D 0x03F6 0x0404
2.70,CW0C00,read,0x078,RAM_0x078,direct,10,0x00 0x2C 0x30 0x59 0x8E 0x9E,0x000F 0x0664 0x066A 0x068F 0x069A 0x06B5
2.70,CW0C00,read,0x079,RAM_0x079,direct,10,0x08 0x10 0x13 0x24,0x0011 0x0661 0x068C 0x069D 0x069F 0x06B3
2.70,CW0C00,read,0x07A,RAM_0x07A,direct,53,0x00,0x0013 0x03F7 0x0405
2.70,CW0C00,read,0x07B,RAM_0x07B,direct,5,0x00,0x0015
2.70,CW0C00,read,0x07F,RAM_0x07F,direct,10,0x01 0x04 0x10 0x40 0x78 0x87 0x9E 0xE9,0x0039 0x003A
2.70,CW0C00,read,0x08C,PIE1,indirect,10,0x22,0x001F 0x0025
2.70,CW0C00,read,0x0D0,RAM_0x0D0,direct,3,0x18 0x20,0x065A 0x0693 0x06F0
2.70,CW0C00,read,0x0D1,RAM_0x0D1,direct,3,0x1C 0x1F,0x0658 0x0691 0x06EE
2.70,CW0C00,read,0x0D2,RAM_0x0D2,direct,3,0x2C 0x59 0x9E,0x0685 0x069C 0x06A1
2.70,CW0C00,read,0x0D3,RAM_0x0D3,direct,3,0x08 0x10 0x24,0x0683 0x06A0 0x06A3
2.70,CW0C00,read,0x0D4,RAM_0x0D4,direct,1,0xFF,0x0688
2.70,CW0C00,read,0x0DA,RAM_0x0DA,direct,65,0x08 0x0B 0x10 0x16 0x20 0x21 0x2C 0x38 0x42 0x59 0x6E 0x70 0x84 0x85 0x9E 0xC2 0xE1,0x03D4 0x03D7 0x03FA 0x0400 0x040E
2.70,CW0C00,read,0x0DB,RAM_0x0DB,direct,43,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C 0x30,0x03E3 0x03FC 0x03FE 0x040D
2.70,CW0C00,read,0x0DC,RAM_0x0DC,direct,24,0x26 0x59 0xFF,0x03F2
2.70,CW0C00,read,0x0DE,RAM_0x0DE,direct,18,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x03FB 0x041C
2.70,CW0C00,read,0x0DF,RAM_0x0DF,direct,18,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x03FF 0x041E
2.70,CW0C00,read,0x0E0,RAM_0x0E0,direct,60,0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x03F3 0x0408 0x040A 0x0419
2.70,CW0C00,read,0x0E1,RAM_0x0E1,direct,36,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x0409 0x040B 0x040F
2.70,CW0C00,read,0x0E2,RAM_0x0E2,direct,51,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x03EE 0x041A
2.70,CW0C00,read,0x10C,EEDATA,direct,1,0x30,0x03DF
2.70,CW0C00,read,0x18C,EECON1,direct,2,0x00,0x03DC 0x03DD
2.70,CW0C00,write,0x003,STATUS,direct,105,0x00 0x04 0x18 0x1B 0x1C 0x38 0x3A 0x3B 0x3C 0x3E 0x58 0x78,0x0006 0x0017 0x0018 0x0038 0x03D3 0x03D5 0x03D6 0x03D8 0x03D9 0x03DB 0x03DE 0x03E0 0x03E1 0x03E5 0x03E7 0x040C 0x0418 0x0420 0x0657 0x065F 0x0662 0x0668 0x0681 0x068A 0x068D 0x0698 0x069B 0x06A5 0x06AB 0x06AD 0x06AF 0x06B1 0x06E2 0x06E4 0x06E6 0x06E8 0x06ED 0x06F3 0x11EB
2.70,CW0C00,write,0x004,FSR,direct,15,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW0C00,write,0x006,PORTB,direct,1,0x00,0x06A9
2.70,CW0C00,write,0x00A,PCLATH,direct,34,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x06A6 0x06A7 0x11E1 0x11E3
2.70,CW0C00,write,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x06E9 0x06EA 0x06F4
2.70,CW0C00,write,0x00C,PIR1,direct,5,0x59,0x019A
2.70,CW0C00,write,0x020,RAM_0x020,direct,5,0x03,0x0009
2.70,CW0C00,write,0x021,RAM_0x021,direct,5,0x83 0x87 0xA3 0xB3,0x0007
2.70,CW0C00,write,0x022,RAM_0x022,direct,5,0xA8,0x000C
2.70,CW0C00,write,0x023,RAM_0x023,direct,5,0x00 0x08,0x000E
2.70,CW0C00,write,0x024,RAM_0x024,direct,5,0x00 0x30 0x59 0x9E,0x0010
2.70,CW0C00,write,0x025,RAM_0x025,direct,5,0x08 0x10 0x24,0x0012
2.70,CW0C00,write,0x026,RAM_0x026,direct,5,0x00,0x0014
2.70,CW0C00,write,0x027,RAM_0x027,direct,5,0x00,0x0016
2.70,CW0C00,write,0x031,RAM_0x031,direct,5,0xD3 0xD4 0xD5 0xD6 0xD7,0x018B
2.70,CW0C00,write,0x038,RAM_0x038,direct,5,0x00,0x0195
2.70,CW0C00,write,0x03D,RAM_0x03D,direct,1,0x18,0x06C3
2.70,CW0C00,write,0x03E,RAM_0x03E,direct,2,0x1F 0x24,0x06C5 0x06C9
2.70,CW0C00,write,0x03F,RAM_0x03F,direct,1,0x2C,0x06B6
2.70,CW0C00,write,0x040,RAM_0x040,direct,1,0x24,0x06B4
2.70,CW0C00,write,0x043,RAM_0x043,direct,2,0x21,0x11E9 0x11EA
2.70,CW0C00,write,0x071,RAM_0x071,direct,1,0x18,0x06F1
2.70,CW0C00,write,0x072,RAM_0x072,direct,1,0x1F,0x06EF
2.70,CW0C00,write,0x077,RAM_0x077,direct,53,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x002C 0x03F4 0x0402
2.70,CW0C00,write,0x078,RAM_0x078,direct,10,0x00 0x2C 0x30 0x59 0x8E 0x9E,0x002E 0x03E4 0x041D 0x06A2
2.70,CW0C00,write,0x079,RAM_0x079,direct,9,0x08 0x10 0x13 0x24,0x0030 0x041F 0x06A4
2.70,CW0C00,write,0x07A,RAM_0x07A,direct,53,0x00,0x0032 0x03F5 0x0403
2.70,CW0C00,write,0x07B,RAM_0x07B,direct,5,0x00,0x0034
2.70,CW0C00,write,0x07F,RAM_0x07F,direct,10,0x01 0x04 0x10 0x40 0x78 0x87 0x9E 0xE9,0x0004 0x0039
2.70,CW0C00,write,0x0D0,RAM_0x0D0,direct,2,0x18 0x20,0x06B0 0x06E7
2.70,CW0C00,write,0x0D1,RAM_0x0D1,direct,2,0x1C 0x1F,0x06AC 0x06E3
2.70,CW0C00,write,0x0D2,RAM_0x0D2,direct,3,0x2C 0x59 0x9E,0x0665 0x0690 0x069C
2.70,CW0C00,write,0x0D3,RAM_0x0D3,direct,3,0x08 0x10 0x24,0x0663 0x068E 0x06A0
2.70,CW0C00,write,0x0D4,RAM_0x0D4,direct,1,0xFF,0x0682
2.70,CW0C00,write,0x0DA,RAM_0x0DA,direct,29,0x08 0x0B 0x10 0x16 0x1C 0x20 0x21 0x2C 0x38 0x42 0x59 0x6E 0x70 0x84 0x85 0x9E 0xC2 0xE1,0x03D4 0x040E 0x065B 0x0667 0x0686 0x0694
2.70,CW0C00,write,0x0DB,RAM_0x0DB,direct,28,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C 0x30,0x03E2 0x040D 0x0659 0x0684 0x0692
2.70,CW0C00,write,0x0DC,RAM_0x0DC,direct,3,0x26 0x59 0xFF,0x065E 0x0689 0x0697
2.70,CW0C00,write,0x0DD,RAM_0x0DD,direct,3,0x00,0x065C 0x0687 0x0695
2.70,CW0C00,write,0x0DE,RAM_0x0DE,direct,18,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x03EA 0x03FB
2.70,CW0C00,write,0x0DF,RAM_0x0DF,direct,18,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x03E9 0x03FF
2.70,CW0C00,write,0x0E0,RAM_0x0E0,direct,27,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x03EC 0x0419
2.70,CW0C00,write,0x0E1,RAM_0x0E1,direct,15,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x03E8 0x0409 0x040B
2.70,CW0C00,write,0x0E2,RAM_0x0E2,direct,27,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x03ED 0x041A
2.70,CW0C00,write,0x10D,EEADR,direct,1,0x9E,0x03DA
2.70,CW0C00,write,0x18C,EECON1,direct,2,0x00 0x01,0x03DC 0x03DD
2.70,CW0D00,read,0x003,STATUS,direct,147,0x04 0x18 0x19 0x38 0x39 0x3C 0x3D,0x0005 0x0017 0x0018 0x0196 0x01E3 0x01E6 0x01E8 0x01EB 0x01ED 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x026D 0x026F 0x0271 0x027D 0x027F 0x0281 0x10F5 0x10F8 0x10FC 0x10FF 0x11EF 0x11F2 0x11FC
2.70,CW0D00,read,0x004,FSR,direct,2,0xA8,0x000B
2.70,CW0D00,read,0x007,PORTC,direct,23,0x04 0x05 0x24 0x25 0x27,0x01E9 0x01F0 0x0277 0x0287 0x1102
2.70,CW0D00,read,0x008,PORTD,direct,50,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.70,CW0D00,read,0x00A,PCLATH,direct,14,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x10F7 0x10FA 0x10FE 0x1101
2.70,CW0D00,read,0x00B,INTCON,direct,12,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01DC 0x01DD 0x01DE 0x01FD
2.70,CW0D00,read,0x00C,PIR1,direct,8,0x59 0x5B,0x0021 0x0027 0x019A 0x11F3 0x11F9
2.70,CW0D00,read,0x020,RAM_0x020,direct,2,0x03,0x0035
2.70,CW0D00,read,0x021,RAM_0x021,direct,2,0x91,0x0037
2.70,CW0D00,read,0x022,RAM_0x022,direct,2,0xA8,0x0029
2.70,CW0D00,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.70,CW0D00,read,0x024,RAM_0x024,direct,2,0x00,0x002D
2.70,CW0D00,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.70,CW0D00,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.70,CW0D00,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.70,CW0D00,read,0x02D,RAM_0x02D,direct,3,0x07,0x0272 0x0282 0x1108
2.70,CW0D00,read,0x031,RAM_0x031,direct,2,0xD2 0xD3,0x018B
2.70,CW0D00,read,0x038,RAM_0x038,direct,2,0x00,0x0195
2.70,CW0D00,read,0x04C,RAM_0x04C,direct,2,0x00,0x018F
2.70,CW0D00,read,0x056,RAM_0x056,direct,18,0x80 0xA0,0x01EA 0x026A
2.70,CW0D00,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.70,CW0D00,read,0x078,RAM_0x078,direct,2,0x00,0x000F
2.70,CW0D00,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.70,CW0D00,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.70,CW0D00,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.70,CW0D00,read,0x07F,RAM_0x07F,direct,4,0x0C 0xC0,0x0039 0x003A
2.70,CW0D00,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.70,CW0D00,read,0x0D3,RAM_0x0D3,direct,2,0x01,0x026E 0x027E
2.70,CW0D00,read,0x0D4,RAM_0x0D4,direct,50,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E5 0x01EC 0x01F9
2.70,CW0D00,write,0x003,STATUS,direct,111,0x00 0x04 0x18 0x19 0x1C 0x1D 0x38 0x39,0x0006 0x0017 0x0018 0x0038 0x01E3 0x01E8 0x01EB 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x026D 0x0271 0x027D 0x0281 0x10F5 0x10F8 0x10FC 0x10FF 0x11EF 0x11F2 0x11FC
2.70,CW0D00,write,0x004,FSR,direct,6,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW0D00,write,0x007,PORTC,direct,22,0x04 0x05 0x24 0x25 0x27,0x01E9 0x01F0 0x0277 0x0287
2.70,CW0D00,write,0x008,PORTD,direct,50,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.70,CW0D00,write,0x00A,PCLATH,direct,16,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x10F7 0x10FA 0x10FE 0x1101
2.70,CW0D00,write,0x00B,INTCON,direct,6,0x14 0x94 0xD4,0x01DC 0x01DD 0x01FD
2.70,CW0D00,write,0x00C,PIR1,direct,2,0x59,0x019A
2.70,CW0D00,write,0x019,TXREG,direct,2,0x0A 0x49,0x11F7 0x11FB
2.70,CW0D00,write,0x020,RAM_0x020,direct,2,0x03,0x0009
2.70,CW0D00,write,0x021,RAM_0x021,direct,2,0x91,0x0007
2.70,CW0D00,write,0x022,RAM_0x022,direct,2,0xA8,0x000C
2.70,CW0D00,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.70,CW0D00,write,0x024,RAM_0x024,direct,2,0x00,0x0010
2.70,CW0D00,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.70,CW0D00,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.70,CW0D00,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.70,CW0D00,write,0x02D,RAM_0x02D,direct,1,0x87,0x1108
2.70,CW0D00,write,0x031,RAM_0x031,direct,2,0xD3 0xD4,0x018B
2.70,CW0D00,write,0x038,RAM_0x038,direct,2,0x00,0x0195
2.70,CW0D00,write,0x056,RAM_0x056,direct,2,0xA0,0x026A
2.70,CW0D00,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.70,CW0D00,write,0x078,RAM_0x078,direct,2,0x00,0x002E
2.70,CW0D00,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.70,CW0D00,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.70,CW0D00,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.70,CW0D00,write,0x07F,RAM_0x07F,direct,4,0x0C 0xC0,0x0004 0x0039
2.70,CW0D00,write,0x0C2,RAM_0x0C2,direct,1,0x82,0x11F0
2.70,CW0D00,write,0x0D3,RAM_0x0D3,direct,4,0x01,0x026E 0x027E 0x10F6 0x10FD
2.70,CW0D00,write,0x0D4,RAM_0x0D4,direct,36,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E4 0x01E5 0x01F9
2.70,CW0E14,read,0x003,STATUS,direct,3,0x18 0x38,0x11FE 0x1200 0x1203
2.70,CW0E14,read,0x05D,RAM_0x05D,direct,1,0x00,0x1202
2.70,CW0E14,read,0x0CB,RAM_0x0CB,direct,1,0x14,0x11FF
2.70,CW0E14,write,0x003,STATUS,direct,3,0x18 0x38,0x11FE 0x1200 0x1203
2.70,CW0E14,write,0x052,RAM_0x052,direct,1,0x14,0x1201
2.70,CW0E14,write,0x05D,RAM_0x05D,direct,1,0x80,0x1202
2.70,CW0F00,read,0x003,STATUS,direct,2,0x1A 0x3B,0x1205 0x1208
2.70,CW0F00,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x1206
2.70,CW0F00,write,0x003,STATUS,direct,1,0x3A,0x1205
2.71,CW0000,read,0x003,STATUS,direct,2,0x18 0x3C,0x1110 0x1112
2.71,CW0000,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x1111
2.71,CW0000,write,0x003,STATUS,direct,1,0x38,0x1110
2.71,CW0000,write,0x0C2,RAM_0x0C2,direct,1,0x00,0x1114
2.71,CW0000,write,0x0CB,RAM_0x0CB,direct,1,0x00,0x1111
2.71,CW0100,read,0x003,STATUS,direct,2993,0x04 0x18 0x1B 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x5B 0x5C 0x5F 0x78 0x7B 0x7C 0x7F,0x0005 0x0017 0x0018 0x0196 0x06F6 0x06FE 0x0701 0x0702 0x0704 0x0707 0x0709 0x070A 0x070C 0x0711 0x0716 0x0719 0x071C 0x0722 0x0724 0x0727 0x0729 0x072A 0x072C 0x0731 0x0732 0x0734 0x0737 0x0739 0x073A 0x073C 0x0741 0x0742 0x0744 0x0747 0x074A 0x074E 0x1119 0x111B 0x111C 0x111E 0x111F 0x1121 0x1124 0x1125 0x1129 0x112A 0x1134 0x1135 0x1138 0x113A 0x113B 0x113D 0x113E 0x1140 0x1143 0x1144 0x1148 0x1149 0x1153 0x1154 0x1159
2.71,CW0100,read,0x004,FSR,direct,38,0xA8,0x000B
2.71,CW0100,read,0x00A,PCLATH,direct,194,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x1116 0x1118 0x1156 0x1158
2.71,CW0100,read,0x00B,INTCON,direct,82,0x54 0xD4,0x0019 0x001B 0x1126 0x1128 0x1136 0x1145 0x1147 0x1155
2.71,CW0100,read,0x00C,PIR1,direct,114,0x5B,0x0021 0x0027 0x019A
2.71,CW0100,read,0x020,RAM_0x020,direct,38,0x03,0x0035
2.71,CW0100,read,0x021,RAM_0x021,direct,38,0x83 0x93 0xA3 0xB1 0xB3 0xB5 0xB7 0xC3 0xD3 0xF3,0x0037
2.71,CW0100,read,0x022,RAM_0x022,direct,38,0xA8,0x0029
2.71,CW0100,read,0x023,RAM_0x023,direct,38,0x00 0xD4,0x002B
2.71,CW0100,read,0x024,RAM_0x024,direct,38,0x00,0x002D
2.71,CW0100,read,0x025,RAM_0x025,direct,38,0x24,0x002F
2.71,CW0100,read,0x026,RAM_0x026,direct,38,0x00,0x0031
2.71,CW0100,read,0x027,RAM_0x027,direct,38,0x00,0x0033
2.71,CW0100,read,0x031,RAM_0x031,direct,38,0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7,0x018B
2.71,CW0100,read,0x038,RAM_0x038,direct,38,0x00,0x0195
2.71,CW0100,read,0x04C,RAM_0x04C,direct,38,0x00,0x018F
2.71,CW0100,read,0x077,RAM_0x077,direct,40,0x00 0xD4,0x000D 0x1133 0x1152
2.71,CW0100,read,0x078,RAM_0x078,direct,38,0x00,0x000F
2.71,CW0100,read,0x079,RAM_0x079,direct,38,0x24,0x0011
2.71,CW0100,read,0x07A,RAM_0x07A,direct,38,0x00,0x0013
2.71,CW0100,read,0x07B,RAM_0x07B,direct,38,0x00,0x0015
2.71,CW0100,read,0x07E,RAM_0x07E,direct,4,0x0F,0x071E 0x071F 0x0720 0x0721
2.71,CW0100,read,0x07F,RAM_0x07F,direct,76,0x00 0x01 0x03 0x0C 0x10 0x12 0x14 0x15 0x1B 0x21 0x25 0x28 0x2B 0x30 0x3C 0x41 0x44 0x4B 0x51 0x52 0x66 0x6D 0x82 0x88 0x8B 0x8F 0x9D 0x9E 0xAD 0xB1 0xB2 0xB4 0xB8 0xC0 0xC3 0xCE 0xCF 0xD6 0xD9 0xDA 0xE9 0xEC 0xEF 0xF8 0xFC 0xFE 0xFF,0x0039 0x003A
2.71,CW0100,read,0x08C,PIE1,indirect,76,0x22,0x001F 0x0025
2.71,CW0100,read,0x0C3,RAM_0x0C3,direct,764,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x31 0x32 0x33 0x34 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x58 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x76 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x9C 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xB0 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBC 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDC 0xDD 0xDE 0xE0 0xE1 0xE2 0xE3 0xE4 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE,0x070B 0x0712 0x0715 0x073B 0x113C
2.71,CW0100,read,0x0C4,RAM_0x0C4,direct,629,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1C 0x1D 0x1E 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x38 0x39 0x3A 0x3B 0x3D 0x3E 0x40 0x42 0x43 0x44 0x45 0x46 0x47 0x4A 0x4B 0x4C 0x4D 0x4F 0x50 0x51 0x52 0x53 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6F 0x70 0x72 0x73 0x75 0x76 0x77 0x78 0x79 0x7C 0x7D 0x81 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8E 0x8F 0x90 0x91 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9C 0x9D 0xA0 0xA1 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAB 0xAC 0xAD 0xAE 0xB0 0xB1 0xB3 0xB4 0xB5 0xB6 0xB7 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xC1 0xC2 0xC3 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE4 0xE5 0xE7 0xE8 0xEB 0xEC 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC,0x070D 0x070F 0x0713 0x072B 0x111D
